zone;int;intmax;%;x;y;name
11;1760;3000;58,67;442603,973341147;4478809,48842589;Princip de Vergara N-S - Pl.República Dominicana-Potos
11;1080;3000;36,00;442506,404890229;4478430,33280905;Serrano N-S - Pl.Ecuador-Rodríguez Marín
11;360;3000;12,00;442435,419733946;4478262,67818468;Rodríguez Marín S-N - Acceso Serrano S-N
11;260;3000;8,67;442365,685687137;4478302,1907919;Serrano S-N - Pl.República El Salvador-Rodríguez Marín
50;880;2650;33,21;442140,505125689;4479854,18922167;Mateo Inurria O-E - Hiedra-Av.del Recuerdo
50;540;3000;18,00;442369,201296286;4479882,06113538;Mateo Inurria E-O - Pº de la Habana-Av.del Recuerdo
50;20;1400;1,43;442234,790968032;4479934,57755585;Av.del Recuerdo N-S - Ntra.Sra. Angustias-Mateo Inurria
11;160;760;21,05;443228,47065504;4478902,9142187;(AFOROS)Costa Rica E-O(Superficie) - Pl.José Mª Soler-Paraguay
11;520;2020;25,74;443512,386154234;4478992,00895822;Pte Costa Rica E-O(Entrada Túnel) - Arturo Soria-José Mª Soler
11;220;2640;8,33;443508,78225572;4478982,63162718;Pte Costa Rica O-E(Salida Túnel) - José MªSoler-Arturo Soria
11;620;2040;30,39;443430,643013288;4479026,82312269;Acceso M-30(Túnel)E-O - M-30-Pl.José MªSoler
11;380;930;40,86;443426,515829712;4479043,19778952;Acceso M-30 S-E(Superficie) - M-30 Sur-Pl.José Mª Sole
11;280;940;29,79;443420,024406619;4479047,84926483;Acceso M-30 N-E(Superficie) - M-30 Norte-Pl.José Mª Soler
11;480;1280;37,50;443433,020060538;4479040,15043184;Acceso M-30 N-E(Túnel) - M-30 Norte-Pl.José Mª Soler
11;140;760;18,42;443440,533764227;4479036,36788362;Acceso M-30 S-E(Túnel) - M-30 Sur-Pl.José Mª Soler
50;20;1500;1,33;442061,372787139;4478887,42278404;Alberto Alcocer O-E (Giro izqda) - Lígula -Condes del Val
11;900;3600;25,00;442698,086484108;4478870,61534442;Costa Rica O-E(Túnel) - Principe de Vergara-Puerto Rico
11;820;3600;22,78;442490,750123595;4478890,37061917;Alberto Alcocer E-O(Túnel) - Bolivia-Víctor Andrés Belaunde
11;1840;4500;40,89;442599,506818188;4478759,66102479;(AFOROS)Principe de Vergara N-S (ES21) - Alberto Alcocer-Potosi
50;640;2825;22,65;441359,925658408;4479344,43306375;Poeta Joan Maragall, 55  - Rosario Pino -Estebanez Calderon
50;1420;2950;48,14;441334,873886926;4479646,77838609;Bravo Murillo E-O - Conde Serrallo-Nardo
50;960;2200;43,64;441114,70389369;4479570,7395253;(AFOROS)Bravo Murillo  E-O - Pinos Alta-Capitán Blanco Argibay
50;900;2450;36,73;440897,077176537;4479360,5388375;Bravo Murillo N-S - Azucenas-Conde Vallellano
38;780;2000;39,00;440497,892113316;4478729,14588746;Bravo Murillo  N-S - Lope de Haro-San Enrique
50;740;2200;33,64;440714,416821865;4479012,82625833;Bravo Murillo S-N - Alonso Castrillo-Pensamiento
50;660;2200;30,00;440816,548953529;4479190,34049031;Bravo Murillo S-N - General Margallo-San Felipe
50;720;1950;36,92;440924,541623168;4479390,67774196;Bravo Murillo S-N - Pedro Villar-Rosa Silva
50;760;3300;23,03;441060,066841383;4479537,24914165;Bravo Murillo O-E - Oñate-Amalia
50;860;2100;40,95;441264,303821334;4479628,55902307;Bravo Murillo O-E - Ulpiana Benito- Poeta Joan Maragall
50;120;500;24,00;441252,882235556;4479575,91634193;Ulpiana Benito S-N - Sófora- Bravo Murillo
50;180;650;27,69;440960,033260753;4479592,89113003;Capitán Blanco Argibay N-S - Mundillo-Bravo Murillo
50;520;1500;34,67;440715,226162352;4479155,89303976;Marqués de Viana O-E - Ceuta-Bravo Murillo
50;80;300;26,67;440788,172284695;4478999,18164396;Pensamiento E-O - Infanta Mercedes-Bravo Murillo
38;100;1000;10,00;440439,397278144;4478741,61576647;Lope de Haro O-E - Juán Risco-Bravo Murillo
50;160;1100;14,55;440633,487755977;4478738,78533628;San Germán E-O - Infanta Mercedes-Bravo Murillo
50;1040;3100;33,55;441283,163767325;4478401,14079534;Poeta Joan Maragall S-N - General Perón-Pedro Teixeira
50;840;3000;28,00;441293,106859213;4478519,34774615;Poeta Joan Maragall S-N - Pedro Teixeira-San Germán
50;940;3000;31,33;441317,685564152;4478827,21169674;Poeta Joan Maragall S-N - Pintor Juán Gris-Sor Angela de la Cruz
50;400;3000;13,33;441336,150835507;4479007,48800239;Poeta Joan Maragall S-N - Sor Angela de la Cruz-Francisco Gervás
50;700;3000;23,33;441345,623456947;4479163,11237203;Poeta Joan Maragall S-N - Francisco Gervas-Rosario Pino
50;380;1600;23,75;441377,287839362;4479542,12945448;Poeta Joan Maragall S-N - Jose Castán Tobeñas-Bravo Murillo
50;460;1400;32,86;441380,185940549;4478484,68870927;Pedro Teixeira E-O - PºCastellana-Poeta Joan Maragall
50;140;1500;9,33;441157,772651286;4478497,77133428;Pedro Teixeira O-E - Orense-Av.del Brasil
50;640;2900;22,07;441382,3441114;4478623,81845382;San Germán E-O - PºCastellana-Poeta Joan Maragall
50;220;1000;22,00;441210,757725775;4478633,66639286;San Germán O-E - Orense-Poeta Joan Maragall
50;900;3000;30,00;441409,984348558;4478949,33010166;Sor Angela de la Cruz E-O - Pl.de Cuzco-Poeta Joan Maragall
50;700;3000;23,33;441216,276297944;4478954,92408956;Sor Angela de la Cruz O-E - Orense-Poeta Joan Maragall
50;260;1300;20,00;441421,277270173;4479116,69695983;Francisco Gervás E-O - PºCastellana-Poeta Joan Maragall
50;140;1300;10,77;441234,335077908;4479132,70146945;Francisco Gervás O-E - Orense-Poeta Joan Maragall
50;160;1500;10,67;441434,060492114;4479274,41697391;Rosario Pino E-O - PºCastellana-Poeta Joan Maragall
50;260;4500;5,78;441163,614820144;4479239,4611673;Orense S-N - Francisco Gervás-Rosario Pino
50;300;4500;6,67;441146,419415792;4479095,03401235;Orense N-S - Francisco Gervás-Sor Angela de la Cruz
50;1260;2950;42,71;441111,515402401;4478774,75884181;Orense S-N - Huesca-San Germán
50;1400;2900;48,28;441098,053926367;4478594,41689025;Orense N-S - San Germán-Pedro Teixeira
50;100;1400;7,14;441181,095814828;4479412,9340901;Infanta Mercedes N-S - Oñate-Rosa Silva
50;100;1400;7,14;441051,419548388;4479244,75435271;Infanta Mercedes S-N - Pedro Villar-Pl.Angel Carbajo
50;300;1450;20,69;441294,724301214;4479280,92627508;Rosario Pino E-O - Poeta Joan Maragall-Orense
50;220;1300;16,92;441238,63698103;4479136,6843296;Francisco Gervás E-O - Poeta Joan Maragall-Orense
50;1060;4500;23,56;441016,088761235;4479012,17485314;Sor Angela de la Cruz O-E - Infanta Mercedes-Orense
50;880;3200;27,50;441226,341137236;4478964,06192342;Sor Angela de la Cruz E-O - Poeta Joan Maragall-Orense
50;40;1000;4,00;441220,137448138;4478637,41507538;San Germán E-O - Poeta Joan Maragall-Orense
50;560;1500;37,33;441167,408464983;4478501,72136503;Pedro Teixeira E-O - Av.del Brasil-Orense
50;280;1500;18,67;440922,845743234;4478661,63366036;San Germán E-O - Julián Besteiro-Teresita González
50;280;1500;18,67;440747,350198954;4478701,78721434;San Germán O-E - Lazaga-Infanta Mercedes
50;420;1500;28,00;440922,151895986;4478656,08463583;San Germán O-E - Gral.Ramírez de Madrid-Gral.Cabrera
50;260;450;57,78;441045,01778986;4478569,69630532;Julián Besteiro S-N - Pedro Teixeira-San Germán
50;300;1500;20,00;440791,453977578;4478601,84817342;Infanta Mercedes S-N - San Enrique-San Germán
50;260;1500;17,33;440822,637644582;4478704,11327006;Infanta Mercedes S-N - San Germán-Huesca
50;60;1500;4,00;440888,150474534;4478905,69266219;Infanta Mercedes N-S - Pensamiento-Alonso Castrillo
50;160;1500;10,67;440839,335423839;4478772,9645949;Infanta Mercedes N-S - Huesca-San Germán
50;260;1400;18,57;440901,565427905;4478819,82834252;Huesca E-O - Hermano Gárate-Infanta Mercedes
50;0;650;0,00;441392,599533606;4479271,69611233;Rosario Pino O-E - Poeta Joan Maragall-PºCastellana
50;1500;4300;34,88;441346,276745158;4478944,41473372;Sor Angela de la Cruz O-E - Poeta Joan Maragall-Pl.Cuzco
50;60;1500;4,00;440959,407331369;4479120,61644039;Infanta Mercedes N-S - Francisco Gervás- Sor Angela de la Cruz
50;220;1500;14,67;440921,749896413;4478991,51523819;Infanta Mercedes S-N - Pensamiento-Sor Angela de la Cruz
50;680;3000;22,67;441063,950533689;4479006,20858254;Sor Angela de la Cruz E-O - Orense-Iinfanta Mercedes
50;920;4500;20,44;440924,397228343;4479075,12132578;Sor Angela de la Cruz E-O - Infanta Mercedes-Bravo Murillo
50;420;2600;16,15;440871,7666132;4479071,28031175;Sor Angela de la Cruz O-E(Lateral) - Bravo Murillo-Infanta Mercedes
50;260;3600;7,22;441321,448275041;4478624,46937453;San Germán O-E - Poeta Joan Maragall-PºCastellana
50;920;2190;42,01;440950,186121885;4479439,51037726;Bravo Murillo N-S - Pasaje Remonta-Azucenas
50;20;1800;1,11;441051,977202789;4479253,39402026;Infanta Mercedes S-N - Pedro Villar-San Felipe
50;280;1500;18,67;440963,152266473;4479112,25155988;Infanta Mercedes S-N - Sor Angela de la Cruz-Francisco Gervás
50;60;1400;4,29;441133,124266448;4479153,50929701;Francisco Gervás E-O - Orense-Infanta Mercedes
38;100;500;20,00;440501,780419018;4478726,27685364;Bravo Murillo S-N(Giro a Lope de Haro) - San Enrique-San Germán
50;420;1500;28,00;441200,136113935;4478971,0462726;Sor Angela de la Cruz E-O - Poeta Joan Maragall-Orense
38;460;1100;41,82;440504,709192941;4478770,00339961;Lope de Haro E-O - Bravo Murillo-Juán Risco
38;60;1000;6,00;440380,551066932;4478721,12233694;Lope de Haro O-E - Berruguete-Juán Risco
50;860;2200;39,09;440825,434592978;4479232,47437812;Bravo Murillo S-N - Conde Vallellano-Marqués de Viana
50;1120;2200;50,91;440764,253255371;4479089,47565488;Bravo Murillo N-S - Marqués de Viana -Algodonale
50;1320;2400;55,00;440704,403716256;4479012,19654362;Bravo Murillo N-S - Marqués de Viana-Maria Zayas
50;1260;2050;61,46;440576,955339141;4478867,34841832;Bravo Murillo S-N - Maria Zayas- Lope de Haro
50;620;2000;31,00;440557,262657678;4478820,41120515;Bravo Murillo S-N - San Germán-Huesca
50;540;2200;24,55;440655,878953716;4478949,04500839;Bravo Murillo S-N - Huesca-Pensamiento
50;220;700;31,43;441092,80765232;4479554,65230766;Bravo Murillo O-E(Giro a Pinos Alta) - Oñate-Azahar
50;280;1500;18,67;440557,494501814;4478830,75952954;Bravo Murillo N-S(San Germán) - Maria Zayas-Lope de Haro
50;680;2000;34,00;440966,049466452;4479449,19063962;Bravo Murillo S-N - Rosa Silva-Oñate
50;580;3000;19,33;440850,042942859;4479089,04570023;Sor Angela de la Cruz  O-E(Salida Túnel) - Bravo Murillo-Julián Besteiro
50;320;1550;20,65;440854,717754577;4479102,65725403;Sor Angela de la Cruz E-O - Infanta Mercedes-Bravo Murillo
50;460;1700;27,06;441201,128518589;4478962,93633736;Sor Angela de la Cruz O-E(Giro Izqda) - Poeta Joan Maragall-Orense
50;140;1100;12,73;441076,774548412;4478957,30497613;Julián Besteiro - Sor Angela de la Cruz - Pensamiento
50;1100;5600;19,64;440932,868637674;4479050,08072498;Sor Angela de la Cruz O-E(PM62083+PM62081) - Sor Angela de la Cruz O-E(PM62083+PM62081)
38;-1;1850;-0,05;440412,051044242;4478497,56879078;Bravo Murillo N-S - Fulgencio Miguel-Francos Rodríguez
38;680;2250;30,22;440388,395197063;4478331,85460338;Bravo Murillo N-S - Navarra-Castilla
38;660;2350;28,09;440377,621680972;4478246,20229329;Bravo Murillo N-S - Castilla-San Raimundo
38;680;2200;30,91;440362,786063151;4478127,0447433;Bravo Murillo N-S - San Raimundo-Carolina
38;720;1900;37,89;440338,468700404;4477930,06742568;Bravo Murillo N-S - Juán Pantoja- Carnicer
38;720;2050;35,12;440327,707446314;4477837,35006058;(AFOROS)Bravo Murillo N-S - Carnicer-Almansa
38;700;2050;34,15;440317,318532631;4477753,18576263;Bravo Murillo N-S - Almansa-Gta.Cuatro Caminos
38;640;2450;26,12;440359,361298501;4477438,24672892;Sta.Engracia S-N - Maudes-Gta.Cuatro Caminos
38;760;2400;31,67;440313,976503524;4477671,27700048;Bravo Murillo S-N - Gta.Cuatro Caminos-Hernani
38;580;2250;25,78;440326,958339689;4477777,62325063;(AFOROS)Bravo Murillo S-N - Hernani-Palencia
38;499;2200;22,68;440353,886204046;4477995,70067406;Bravo Murillo S-N - Jaén-Tiziano
38;440;2100;20,95;440371,281052683;4478143,79905631;Bravo Murillo S-N - Teruel -Avila
38;499;2200;22,68;440387,362338006;4478266,74459361;Bravo Murillo S-N - Avila-Juán de Olías
38;600;2200;27,27;440431,276728807;4478539,58841677;Bravo Murillo S-N - Manuel Luna-San Enrique
38;580;2500;23,20;440472,668683636;4478660,49575439;Bravo Murillo S-N  - San Enrique-San Germán
38;240;700;34,29;440333,2807139;4478492,657469;Francos Rodríguez O-E - Fulgencio de Miguel-Bravo Murillo
38;340;1000;34,00;440312,628542527;4478264,70851826;Castilla O-E - Goiri-Bravo Murillo
38;0;500;0,00;440265,428681932;4477949,46621509;Juán Pantoja O-E - Topete-Bravo Murillo
38;0;500;0,00;440422,568753895;4477991,29751238;Jaén E-O - San Antonio-Bravo Murillo
38;80;600;13,33;440403,548022794;4477758,03862624;Hernani E-O - Istúriz-Bravo Murillo
38;560;1850;30,27;440148,891024741;4477594,23980868;Reina Victoria O-E - Marques de Lerma-Gta.Cuatro Caminos
38;2300;4250;54,12;440621,145994715;4477563,72393526;Raimundo Fdez.Villaverde O-E - Alenza-Ponzano
38;1800;4565;39,43;440817,826388545;4477546,94511828;Raimundo Fdez.Villaverde O-E - Ponzano-Alonso Cano
38;1780;5650;31,50;440899,232491156;4477542,50322032;Raimundo Fdez.Villaverde O-E - Alonso Cano-Modesto Lafuente
48;3000;5500;54,55;441037,263000063;4477535,11195931;Raimundo Fdez.Villaverde O-E(Puente) - Orense-PºCastellana
48;999;1500;66,60;441139,863196255;4477543,65503711;Raimundo Fdez.Villaverde E-O(Lateral) - PºCastellana- Orense
48;2020;5650;35,75;440968,634254311;4477551,28889097;Raimundo Fdez.Villaverde E-O - Orense-Edgar Neville
38;1460;5975;24,44;440862,480914282;4477559,42149811;(AFOROS)Raimundo Fdez.Villaverde E-O - Edgar Neville-Aviador Zorita
38;800;2120;37,74;440584,992473017;4477585,25088529;Raimundo Fdez.Villaverde E-O - Cicerón-Gta.Cuatro Caminos
48;780;1950;40,00;441022,444779788;4477675,37469125;Orense N-S - Hernani-Raimundo Fdez.Villaverde
38;280;1500;18,67;440924,99181726;4478061,72733723;Edgar Neville S-N - Reina Mercedes-Gral.Perón
48;400;1500;26,67;441020,699437829;4477573,39516889;Orense S-N - Raimundo Fdez.Villaverde-Hernani
38;480;3000;16,00;441047,72955952;4477898,9067815;Orense S-N - Basílica-Reina Mercede
38;340;3000;11,33;441061,998782946;4478069,77008532;Orense S-N - Reina Mercedes-Gral.Perón
38;640;3000;21,33;441048,926409121;4477988,80979597;Orense N-S - Reina Mercedes-Basílica
38;560;3000;18,67;441037,90922508;4477836,70486832;Orense N-S - Basílica-Hernani
38;20;1500;1,33;440932,870145641;4478034,08166756;Reina Mercedes O-E - Edgar Neville-Orense
38;420;1400;30,00;440921,073802644;4477861,17687257;Basílica E-O - Edgar Neville- Orense
38;120;1000;12,00;440875,876405835;4477452,96402643;Alonso Cano S-N - Maudes-Raimundo Fdez.Villaverde
38;800;2100;38,10;440885,526857558;4477611,81917921;Edgar Neville N-S - Raimundo Fdez.Villaverde-Hernani
38;920;2650;34,72;440899,032104117;4477752,28600858;Edgar Neville S-N - Hernani-Basílica
38;340;3000;11,33;440916,420563584;4477940,49266836;Edgar Neville S-N - Basílica-Reina Mercedes
38;200;1500;13,33;441002,00589237;4477710,39217481;Hernani E-O - Orense-Edgar Neville
38;160;1400;11,43;440810,531485489;4477861,70919506;Basílica O-E - Aviador Zorita-Edgar Neville
38;260;1500;17,33;441033,873902143;4478031,5366225;Reina Mercedes E-O - Orense-Edgar Neville
38;340;1500;22,67;440776,088548192;4477811,6075794;Aviador Zorita N-S - Oviedo-Hernani
38;80;3100;2,58;440851,144337744;4477722,03457156;Hernani E-O - Edgar Neville-Aviador Zorita
38;200;1500;13,33;440896,046390226;4478040,42171197;Reina Mercedes E-O - Edgar Neville-Aviador Zorita
38;160;800;20,00;440802,569473414;4477556,86986549;Raimundo Fdez.Villaverde E-O(Giro) - Edgar Neville-Aviador Zorita
48;1980;2100;94,29;441035,917914444;4477529,69139701;Raimundo Fdez.Villaverde O-E(Lateral) - Orens-PºCastellana
48;1640;3025;54,21;441139,031069222;4477536,64179723;Raimundo Fdez.Villaverde E-O(Puente) - PºCastellana-Orense
38;600;1200;50,00;440818,654501831;4477553,52619843;Raimundo Fdez.Villaverde O-E(Giro izdq) - Ponzano-Alonso Cano
38;324;1050;30,86;440382,622967731;4478295,45101591;Bravo Murillo S-N(Giro a Avila) - Navarra-Castilla
38;140;900;15,56;440505,977077564;4478318,87787723;Juán de Olías E-O - Infanta Mercedes-Bravo Murillo
38;580;2300;25,22;440334,717243586;4477843,43189702;Bravo Murillo S-N - Hernani-Palencia
38;40;500;8,00;440307,516622033;4478151,9064018;San Raimundo E-O - Topete-Bravo Murillo
38;380;1600;23,75;440762,56438212;4477653,52904365;Aviador Zorita N-S - Hernani-Raimundo Fdez.Villaverde
38;1540;5900;26,10;440074,037204107;4476987,27916052;Av. Filipinas 44 E-O  -  (Boix y Morer-Santander)
38;340;1950;17,44;439937,28145116;4476808,39937708;Vallehermoso 102 S-N - Cea Bermúdez -Av.Filipinas
38;1640;6000;27,33;439885,745239201;4476896,74195055;Filipinas 30 E-O - Vallehermoso -Galileo
38;860;3050;28,20;439709,139595433;4476812,18993801;Filipinas 14 E-O(Entrada Túnel) - Jesús Maestro-Blasco Garay
38;120;450;26,67;439713,072531775;4476807,03839731;Filipinas 14 E-O( Lateral izqd) - Jesús Maestro- Blasco Garay
38;2400;5765;41,63;440836,454793153;4477548,85554543;(AFOROS)Raimundo Fdez.Villaverde(Es 40) (PM63025+PM63054) - (AFOROS)Raimundo Fdez.Villaverde(Es 40) (PM63025+PM63054)
11;2720;3600;75,56;443015,481923386;4476747,548695;Av. America E-O - Padre Xifre-Cartagena
48;3120;7200;43,33;442809,178857753;4476699,89612184;Av.America 27  E-O - Cartagena - Fco.Silvela
48;240;3600;6,67;442774,679806232;4476672,77437717;Av.America 22 O-E - Pilar de Zaragoza - Cartagena
11;240;700;34,29;442846,720053547;4476796,6213476;Cartagena 103 N-S - Mataelpino - Av. America
11;180;600;30,00;442914,520697736;4476659,30705337;Cartagena N-S - Av.America - Coslada
48;140;600;23,33;442968,048680056;4476598,41417297;Cartagena  86 S-N - Coslada - Av.America
38;700;5400;12,96;438486,604276908;4476751,36108817;Av.Memoria S-N - Reyes Católicos - Av.Complutense
38;80;3600;2,22;438283,781373776;4476875,25320375;Ctra. A-6 N-S(Lateral) (Entrada a Gta.Cardenal Cisneros) - Paul Guinard - Gta.Cardenal Cisneros
38;540;3600;15,00;438257,783669658;4476784,16647652;Av.Juán Herrera O-E  - Paul Guinard -Gta.Cardenal Cisneros
38;320;3600;8,89;438361,324065715;4476990,10089156;Av. Complutense N-S  - Arquitecto López Otero - Gta.Cardenal Cisneros
38;0;1800;0,00;438475,119926998;4476821,90959851;Acc.Ingeniros Navales E-O -  Ing.Navales-Gta.Cardenal Cisneros
38;20;800;2,50;439693,228812451;4478052,48712654;(TACTICO)Juan XXIII O-E - Olimpiada -Pablo Iglesias
38;180;800;22,50;439695,762804258;4477897,63977891;Almansa O-E - Vascos-Pablo Iglesias
38;640;3600;17,78;439910,604882364;4477402,83589489;San Francisco Sales O-E - Santander-Pablo Iglesias
38;340;3600;9,44;439885,51439443;4477740,28827549;Av.Pablo Iglesias  N-S - Juán Montalvo - Reina Victoria
38;420;3600;11,67;439764,798742681;4477955,02788559;Av.Pablo Iglesiass N-S  - Juán XXIII - Almansa
38;1440;4400;32,73;440053,097317172;4477621,18689673;Av.Reina Victoria E-O - Castillo Piñeiro -Av.Pablo Iglesias
38;640;2470;25,91;439887,036309132;4477633,03316394;Av.Reina Victoria E-O  - Av.Pablo Iglesias -Ibánez Íbero
38;380;2290;16,59;439726,387131114;4477597,44599439;(AFOROS)Av.Reina Victoria E-O   - Gral. Ibáñez Íbero - Estudiantes
38;1120;2000;56,00;438995,578149705;4477588,9032769;Av.Gregorio del Amo O-E  - Estación Metro - Juán XXIII
38;880;1600;55,00;439244,218013664;4477547,17944026;Av.Moncloa O-E  - La Granja - Del Valle
38;1040;1750;59,43;439423,789328995;4477483,72049897;Av.Reina Victoria O-E - Av. Del Valle - Guzmán el Bueno
38;1040;1700;61,18;439616,817928231;4477544,90417995;(AFOROS)Av.Reina Victoria O-E  - Guzmán el Bueno-Gral. Ibañez Íbero
38;1560;2650;58,87;439785,134104322;4477599,32488778;Av. Reina Victoria O-E  - Gral. Ibáñez Íbero - Pablo Iglesias
38;1020;2200;46,36;440010,662602112;4477514,21634454;Av.Pablo Iglesias S-N  - San Francisco de Sales-Reina Victoria
38;600;2740;21,90;439881,665078694;4477710,32290635;Av.Pablo Iglesias N-S  - Juán Montalvo - Reina Victoria
38;580;1800;32,22;439753,252230505;4477504,59492488;Gral. Ibáñez Íbero S-N  - Francisco Sales - Reina Victoria
38;60;300;20,00;439578,958562695;4477608,10644421;Estudiantes N-S - Juán Montalvo - Reina Victoria
38;140;450;31,11;439381,06135544;4477386,65209691;Av. Del Valle S-N - Poeta Angela Figuera - Reina Victoria
38;40;1100;3,64;439040,411531949;4477515,32628877;Juan XXIII S-N  - Poeta Angela Figuera -Av.Moncloa
38;80;1350;5,93;439159,976851423;4477672,75585409;Juan XXIII - N-S  - Ramiro Maetzu - Av. Moncloa
38;280;600;46,67;439935,019118787;4477781,2071253;Av.Federico Rubio S-N  - Pablo Iglesias  - Almansa
38;60;300;20,00;439838,74150726;4477984,53992777;Av.Federico Rubio N-S  - Aranjuez - Almansa
35;140;3000;4,67;439455,361749324;4474013,33817781;Bailen N-S - Cuesta de la Vega-Don Pedro
4;180;1400;12,86;439361,698282389;4474076,16766077;Cuesta de la Vega O-E - Ronda Segovia-Bailén
4;0;4200;0,00;439465,420537052;4474128,91669738;Bailen N-S - Requena-Cuesta de la Vega
35;0;2800;0,00;439549,730412778;4474085,54362303;Mayor E-O - Sacramento-Bailen
35;20;3000;0,67;439461,778971582;4474009,6526376;Bailen S-N (P.M.3) - Don Pedro -Mayor
35;160;400;40,00;439381,131045423;4473719,43370645;Don Pedro O-E - Moreria-Bailen
35;220;800;27,50;439537,593794104;4473621,13231759;Cra.San Francisco E-O - Isidro Labrador-Gran Vía San Francisco
35;1020;4300;23,72;439429,401120234;4473513,39554991;Gran Vía San Francisco N-S - Cra.San Francisco-San Bernabé
35;640;3350;19,10;439468,931760343;4473431,21629728;(AFOROS)Gran Vía San Francisco S-N - San Bernabé-Cra.San Francisco
35;140;400;35,00;439444,274066802;4473423,16183086;(TACTICO)San Bernabé O-E - (TACTICO)San Bernabé O-E
35;680;2800;24,29;439509,778074256;4473339,2186804;Gran Via San Francisco S-N - Isabel Tintero-Aguila
35;0;2800;0,00;439738,180997529;4474122,89122325;MayorO-E - Pl. Villa-Milaneses
35;140;3000;4,67;439923,932354745;4474181,32037849;(AFOROS)Mayor O-E - Comandante Moreras-Bordadore
35;220;1400;15,71;439880,636198158;4474213,35787668;Comandante Moreras N-S - Fuentes-Santiago
4;0;1300;0,00;439470,093846582;4474122,727183;Bailen N-S(Giro a Mayor) - Salida Túnel-Mayor
47;1040;5400;19,26;442617,134635233;4471503,25437929;Méndez Álvaro  E-O (inferior M-30) - (Entrevías - Retama)
47;760;7200;10,56;442459,395246274;4471653,32753775;Méndez Álvaro O-E - (Ariel - M-30)
47;1460;3600;40,56;442560,604035426;4471544,31956997;Méndez Álvaro O-E(paso inferior M-30 - Titán-Av.Entrevías
47;680;3600;18,89;442807,603569045;4471402,02561024;Av.Entrevías E-O - Timoteo Pérez Rubio - M-30
47;1060;5400;19,63;442648,685110596;4471476,1574967;Méndez Álvaro - E-O (Delante Gr5) - Méndez Álvaro - E-O (Delante Gr5)
47;340;3600;9,44;442578,053675877;4471694,45187105;Retama N-S  - Ombú - Méndez Álvaro
47;1140;5400;21,11;442636,851569933;4471613,43469933;Entrada M-30 N-S  - M-30 - Méndez Álvaro 
47;1160;3600;32,22;442521,010142467;4471362,17095364;Entrada M -30 S-N - M-30 - Méndez Álvaro
47;120;3600;3,33;442782,978868017;4471516,04276426;Méndez Álvaro E-O  - (Convenio - M-30)
24;580;1700;34,12;437799,693785804;4476078,08625522;(AFOROS)Av.Valladolid S-N - Loeches- Av. Marqués de Monistrol 
4;0;2100;0,00;437938,75339877;4476179,311282;Pº Ruperto Chapí E-O - Entrada Pte Franceses 
4;80;850;9,41;437958,229418547;4476284,53645673;Av.Séneca 14 E-O - Entrada Pte Franceses
24;900;3300;27,27;437595,118367945;4476401,51758959;M-30 N-S - Entrada Pte Franceses por Cra del Pardo
24;1020;4250;24,00;437438,65063311;4476229,70392405;Pte Castilla O-E - Entrada Pte Franceses por Cra Castilla
24;320;1650;19,39;437508,618034441;4476202,94010727;Márques de Monistrol O-E - Entrada Pte Franceses por M-30
18;300;750;40,00;439314,240299005;4472626,96473269;Pº.Imperial N-S - Pl.Fco.Morano-Gta.Pirámides
18;760;1550;49,03;439417,378459671;4472624,02174457;Toledo N-S - Juan Antonio Vallejo- Nájera Botas-Gta.Pirámides
18;680;1500;45,33;439539,883456326;4472585,35072449;PºAcacias N-S - Pl.Ortega y Munilla-Gta.Pirámides
18;2500;3800;65,79;439532,870226825;4472439,14094429;Salida Calle 30 E-O - (M-30 -Gta.Pirámides) a 80mts
56;1980;3900;50,77;439599,956193337;4472388,8779034;Salida Calle 30 E-O - (M-30 -Gta.Pirámides) a 180mts
56;340;1000;34,00;439635,737117534;4472257,31556049;Salida Calle 30 E-O - (By-Pass M-30 -Gta.Pirámides)a 280mts
56;1100;1650;66,67;439625,194287367;4472256,87128525;Salida Calle 30 E-O - (Tronco M-30 -Gta.Pirámides)a 280mts
56;660;1650;40,00;439619,440778747;4472257,35542759;Salida calle30 E-O - Marqués de Vadillo-Gta.Pirámides a 280mts
18;180;1000;18,00;439508,099013303;4472459,12344426;Pº Yeserias E-O - Melilla-Gta.Pirámides
4;0;3600;0,00;439399,115341202;4474951,98667635;Ferraz N-S - Pl. España - Cuesta San Vicente
4;40;3600;1,11;439514,320882746;4474834,44205186;Ferraz S-N - Cuesta San Vicente - Pl.España
4;0;3600;0,00;439516,922073872;4474810,74345652;Ferraz N-S  - Cuesta San Vicente - Pl.Marina Española
4;140;3600;3,89;439514,173432174;4474794,37831081;Ferraz N-S(Lateral) - Cuesta San Vicente-Pl. Marina Española
4;0;3600;0,00;439516,984586509;4474562,89639705;Bailén S-N(Túnel) - San Quintín - Pl. Marina Española
4;20;1800;1,11;439526,729174738;4474612,2833142;Bailén S-N(Lateral) - San Quintín -Pl. Marina Española
47;1040;3500;29,71;442379,556562312;4471775,05371571;Méndez Alvaro S-N - Retama-Pedro Bosch
47;540;2420;22,31;442201,166263534;4471774,01542786;Av.Planetario O-E - Meneses-Méndez Alvaro
47;120;800;15,00;442374,838325811;4471772,60492194;Méndez Alvaro S-N(Giro Izqda) - Retama-Pedro Bosch
47;1540;2090;73,68;442412,414599649;4471958,62401047;Pedro Bosch E-O - Ciudad de Barcelona-Jacaranda
47;540;2350;22,98;442150,666444343;4472017,27193541;(AFOROS)Méndez Alvaro O-E - Sabal - Oriana
